11
13
-72
-59
-60
-32
-33
48
-16
-37
126
-12
-13
31
-51
54
-10
-2
-19
5
4
-36
20
-4
-43
4
-52
38
-71
-62
-67
74
-30
147
-67
9
55
25
-24
31
81
2
117
132
-223
138
88
12
9
-55
84
-67
6
-31
-70
25
30
10
12
49
50
23
