131
-19
-62
62
-33
40
40
-26
94
87
4
-4
48
-8
15
7
6
9
-12
3
-7
-27
3
33
-33
44
3
-13
-55
-5
4
47
-10
21
-17
61
-1
25
31
38
62
23
2
32
-47
-31
2
-35
-6
21
3
2
11
-12
-27
-54
-1
73
-108
-157
-45
28
